id,Country_of_Operator,Users,Purpose,Class_of_Orbit,Type_of_Orbit,Perigee_km,Apogee_km,Eccentricity,Period_minutes,Launch_Mass_kg,Dry_Mass_kg,Power_watts,Expected_Lifetime,Launch_Site,Launch_Vehicle,longitude_radians_of_geo,Inclination_radians
Shijian 11-03 (SJ-11-03),11,10,44,2,6,-0.890595534,-0.620619134,-0.186817695,-0.688723294,,,,,5,58,,0.830087714
Shijian 11-05 (SJ-11-05),11,10,44,2,6,-0.890535438,-0.620584035,-0.186817695,-0.688723294,,,,,5,58,,0.828373634
Shijian 12 (SJ-12),11,10,44,2,6,-0.896905587,-0.62419921,-0.184994076,-0.691245153,,,,,5,59,,0.821517309
Shijian 15 (SJ-15),11,10,44,2,6,-0.892218119,-0.621672097,-0.188482739,-0.689433999,,,,,18,65,,0.827688002
Shijian 16 (SJ-16),11,10,44,2,6,-0.895944055,-0.623672728,-0.18554909,-0.690843948,,,,,5,66,,0.432078055
"Shijian 6A (SJ-6A, Dong Fang Hong 60)",11,10,40,2,6,-0.89714597,-0.624023716,-0.179840369,-0.691245153,,,,-1.403183937,18,66,,0.82323139
Shijian 6B (SJ-6B),11,10,40,2,6,-0.896665204,-0.624304506,-0.188958466,-0.691245153,,,,-1.403183937,18,66,,0.82323139
Shijian 6C (SJ-6-02A),11,10,40,2,6,-0.896424821,-0.624444901,-0.19347787,-0.691245153,,,,,18,66,,0.821517309
Shijian 6D (SJ-6-02B),11,10,40,2,6,-0.896244534,-0.624409802,-0.194667187,-0.691130523,,,,,18,66,,0.821517309
"Shijian 6E (SJ6-03A, SJ-6E)",11,10,40,2,6,-0.897025778,-0.623988617,-0.180395383,-0.691130523,,,,-1.203602622,18,66,,0.819803228
"Shijian 6F (SJ6-03B, SJ-6F)",11,10,40,2,6,-0.897206065,-0.624129012,-0.180950398,-0.691245153,,,,-1.203602622,18,66,,0.819803228
Shijian 6G (SJ6-04A),11,10,30,2,6,-0.896845491,-0.624129012,-0.184439061,-0.691130523,,,,,18,66,,0.821517309
Shijian 6H (SJ6_04B),11,10,30,2,6,-0.8967253,-0.624164111,-0.186104105,-0.691130523,,,,,18,66,,0.821517309
"Shijian 7 (SJ7, Dong Fang Hong 65)",11,10,40,2,6,-0.899850278,-0.624550197,-0.162634916,-0.691932933,,,,-1.203602622,5,59,,0.821517309
Shijian 9A (SJ 9A),11,10,44,2,,-0.894501757,-0.622479369,-0.179919657,-0.690167631,,,,,18,58,,0.826488144
Shijian 9B (SJ 9B),11,10,44,2,,-0.894441661,-0.622444271,-0.179919657,-0.690144705,,,,,18,58,,0.826488144
"Shiyan 1 (SY 1, Tansuo 1, Experimental Satellite 1)",11,10,31,2,6,-0.8967253,-0.62419921,-0.186659119,-0.691130523,-0.854250685,,,,23,58,,0.818089147
"Shiyan 3 (SY3, Experimental Satellite 3)",11,10,35,2,6,-0.884766247,-0.617109256,-0.185231939,-0.686316064,-0.81262333,,,,5,59,,0.835229958
"Shiyan 4 (SY4, Experimental Satellite 4)",11,10,35,2,6,-0.884826343,-0.617144355,-0.185231939,-0.686430694,-0.81262333,,,,5,59,,0.833515877
"Shiyan 5 (SY5, Experimental Satellite 5)",11,10,35,2,,-0.887530651,-0.618793997,-0.186341968,-0.687576994,-0.854250685,,,,5,59,,0.824945472
"Shiyan 7 (SY7, Experimental Satellite 7)",11,15,44,2,6,-0.891797449,-0.621707196,-0.193002143,-0.689353758,,,,,18,67,,0.827688002
Sich 2,74,10,12,2,6,-0.890835917,-0.620689332,-0.185707666,-0.688837924,-0.869427325,,,-0.804439993,2,40,,0.830087714
Sicral 1A,34,15,4,1,,1.217623156,0.61131296,-0.192129978,0.844292238,0.18296425,-0.020443742,-0.100313359,-1.702555909,3,4,0.04335403,-0.835827826
Sicral 1B,34,16,4,1,,1.218764975,0.61131296,-0.193874309,0.844819536,0.374623532,,,-1.702555909,15,138,-0.006037338,-0.852454413
"Sina-1 (Sinah 1, ZS1)",32,10,9,2,6,-0.891016204,-0.620619134,-0.182853305,-0.688837924,-0.868993707,,,-1.203602622,12,53,,0.824945472
"Sinosat-6 (Chinasat-6A, XN-6)",11,5,4,1,,1.21912555,0.611102368,-0.195063626,0.84433809,1.225382606,,,1.191373152,23,64,,-0.847997802
Sirius 1 (SD Radio 1),65,5,4,0,,0.497315604,1.007858982,2.015559505,0.824163213,0.67338653,0.215405187,,1.191373152,0,97,,0.231873369
Sirius 2 (SD Radio 2),65,5,4,0,,-0.159771228,1.006033845,3.537805963,0.51458202,0.701571718,0.215405187,,1.191373152,0,97,,0.231873369
Sirius 3 (SD Radio 3),65,5,4,0,,-0.56060982,1.007367599,4.718718446,0.338510367,0.67338653,0.215405187,,1.191373152,0,97,,0.23358745
Sirius 4 (Astra 4A),56,5,4,1,,1.218043826,0.611067269,-0.193398582,0.84433809,0.965211635,,,1.191373152,0,98,-0.083176665,-0.852454413
Sirius FM-5,65,5,4,1,,1.217923635,0.611172565,-0.193002143,0.84422346,1.572277233,,3.535295089,1.191373152,0,98,-1.202529349,-0.853140046
Sirius FM-6,65,5,4,1,,1.218584688,0.610926874,-0.194667187,0.844406868,1.667673256,1.294778948,3.535295089,1.191373152,0,98,-1.415633677,-0.851768781
Sirius XM-5,65,5,4,1,,1.218224113,0.611067269,-0.193715734,0.844361016,1.651629379,,3.099892879,1.191373152,0,98,-1.082658164,-0.852625821
Skynet 4C,76,15,4,1,,1.21798373,0.611137466,-0.193160719,0.844303701,-0.303555464,-0.337725851,-0.557485679,-0.405277364,3,5,-0.151436645,-0.691502187
Skynet 4E,76,15,4,1,,1.217923635,0.611137466,-0.193081431,0.844292238,-0.287945206,-0.407635468,-0.557485679,-0.405277364,3,4,0.257901252,-0.767607392
Skynet 4F,76,15,4,1,,1.217863539,0.611277862,-0.192605704,0.844395405,-0.287945206,-0.353090602,-0.557485679,-0.405277364,3,4,-0.514823922,-0.797775222
Skynet 5A,76,15,4,1,,1.217743348,0.61131296,-0.192288553,0.84433809,1.09529712,0.676347718,0.487479623,1.191373152,3,8,-0.149438792,-0.851940189
Skynet 5B,76,15,4,1,,1.21347655,0.611348059,-0.18554909,0.84433809,1.067111932,0.676347718,0.487479623,1.191373152,3,7,0.449029197,-0.851940189
Skynet 5C,76,15,4,1,,1.217683252,0.611348059,-0.192129978,0.84433809,1.051935292,,,,3,8,-0.334906153,-0.844055415
Skynet 5D,76,15,4,1,,1.218644784,0.610997071,-0.194587899,0.844498572,1.068412787,,,1.191373152,3,8,0.140471888,-0.851940189
SkySat-1,65,5,31,2,,-0.897867119,-0.624269407,-0.176986008,-0.691428561,,,,,2,39,,0.823402798
SkyTerra 1,65,5,4,1,,1.218404401,0.610926874,-0.194350036,0.844326627,1.381485188,1.467632397,,1.191373152,0,24,-1.261355022,-0.749266723
SLDCOM-3 (Satellite Launch Dispenser Communications System) (USA 119),65,15,4,0,,-0.859826515,-0.238147724,3.033376984,-0.526751129,,,,,21,128,,0.23358745
SMDC-ONE 1.1 (Techsat),65,15,44,2,,-0.902194012,-0.617530441,-0.027924945,-0.690098853,-0.940757533,,,,21,19,,0.254156424
SMDC-ONE 1.2 (ORSES [Operationally Responsive Space Enabler Satellite]),65,15,44,2,,-0.902915161,-0.617600639,-0.022057648,-0.690213483,-0.94140796,,,,21,19,,0.254156424
SMDC-ONE 2.3,65,15,44,2,,-0.90531899,-0.614196057,0.054455078,-0.689525703,-0.940540724,,,,21,19,,1.208899665
SMDC-ONE 2.4,65,15,44,2,,-0.90531899,-0.614196057,0.054455078,-0.689525703,-0.940540724,,,,21,19,,1.208899665
SMOS (Soil Moisture and Ocean Salinity satellite),13,10,12,2,6,-0.886328736,-0.618618504,-0.194667187,-0.687233104,-0.657387984,-0.506738113,-0.586875328,-1.203602622,12,23,,0.833515877
SNaP-3-1Ì_Ì_(Space and Missile Defense Command NanoSat Program),65,15,4,2,,-0.90531899,-0.614196057,0.054455078,-0.689525703,,,,,21,19,,1.208899665
"SOHLA 1 (Space Oriented Higashiosaka Leading Association, Maido 1)",35,0,44,2,6,-0.892458502,-0.621952888,-0.190702797,-0.689525703,-0.921027901,,,,19,48,,0.828373634
SORCE (SOlar Radiation and Climate Experiment),65,11,1,2,2,-0.895883959,-0.623076049,-0.176510281,-0.690672003,-0.806119056,-0.767938881,-0.74296702,-0.604858679,1,93,,-0.167507557
Spaceway 3,65,5,4,1,,1.218584688,0.610786479,-0.195063626,0.84433809,1.702362718,1.817180484,,0.592629209,3,8,-1.190653222,-0.852111597
Spaceway F1,65,5,4,1,,1.218584688,0.610786479,-0.195063626,0.84433809,1.655965562,1.844837036,1.858996583,0.712377997,15,138,-1.278780741,-0.852283005
Spaceway F2,65,5,4,1,,1.218584688,0.610786479,-0.195063626,0.84433809,1.655965562,1.844837036,1.858996583,0.712377997,3,8,-1.236714835,-0.852454413
Spainsat,55,15,4,1,,1.216180858,0.612155331,-0.187610573,0.84433809,0.65300647,0.136276719,,,3,7,0.007947633,-0.852111597
Spektr-R/RadioAstron,42,10,1,0,,-0.871845663,10.93730397,7.393571642,-0.8016109,0.644334105,,,-0.804439993,0,140,,0.028926151
SPIRALE-A (Syståme Prå_paratoire Infra-Rouge pour l'Alerte),18,15,44,0,,-0.895403193,0.608329564,5.478295563,-0.070925004,-0.891975476,,,,3,8,,-0.819886871
SPIRALE-B (Syståme Prå_paratoire Infra-Rouge pour l'Alerte),18,15,44,0,,-0.894261374,0.607627588,5.472111114,-0.070936467,-0.891975476,,,,3,8,,-0.820229686
Spot 5 (Syståme Probatoire dÌ¥Observation de la Terre),19,5,12,2,6,-0.882422513,-0.616301984,-0.194112173,-0.685628284,0.371154586,,-0.296244353,-0.804439993,3,3,,0.836944039
Spot 6 (Syståme Probatoire dÌ¥Observation de la Terre),19,5,12,2,6,-0.890114768,-0.620759529,-0.193557158,-0.688688905,-0.630503651,,,-0.804439993,16,79,,0.830087714
SRMSat (Sri Ramaswamy Memorial Satellite),27,0,44,2,,-0.880860024,-0.614827835,-0.185390515,-0.684825874,-0.937982376,,,-1.602765252,16,79,,-0.510323802
SSOT (Sistema Satelital para la ObservaciåÑn de la Tierra),10,13,12,2,,-0.894561853,-0.623391938,-0.194112173,-0.690442743,-0.891975476,,,,3,108,,0.826659553
ST-2 (Singapore-Taiwan 2),52,5,4,1,,1.218464496,0.610926874,-0.194508612,0.844361016,1.264408251,,,1.191373152,3,7,0.839609474,-0.852797229
Star One C1,8,5,4,1,,1.213656837,0.61047059,-0.188165588,0.84422346,0.83512615,0.353687946,1.467134594,1.191373152,3,7,-0.858232668,-0.852625821
Star One C2,8,5,4,1,,1.218043826,0.611102368,-0.193319295,0.84433809,0.83512615,0.353687946,,,3,8,-0.913173628,-0.852111597
Star One C3,8,5,4,1,,1.218945262,0.612927504,-0.189830631,0.846263873,0.455710151,0.086341278,,1.191373152,3,8,-0.969446489,-0.852797229
STARE-B (Horus [Space-Based Telescopes for Actionable Refinement of Ephemeris]),65,15,31,2,,-0.901893533,-0.627533594,-0.191733539,-0.693423123,-0.94140796,,,,22,74,,-0.158937151
STPSat-2 (USA 217),65,15,44,2,6,-0.892879172,-0.622479369,-0.195222202,-0.689835204,-0.864657524,,,-1.602765252,7,75,,0.380998434
STPSat-3 (Space Test Program Satellite-3),65,15,44,2,,-0.90207382,-0.627498495,-0.189434192,-0.693354345,-0.88330311,,,-1.203602622,22,74,,-0.158765742
"STRaND-1 (Surrey Training, Research and Nanosatellite Demonstrator 1)",76,5,44,2,6,-0.885547492,-0.617811232,-0.189117041,-0.686774584,-0.940844257,,,,16,79,,0.836944039
Strela 3 (Cosmos 2384),48,15,4,2,2,-0.846785739,-0.595067222,-0.1880863,-0.670841016,-0.845144701,,,-1.203602622,12,131,,0.560976963
Strela 3 (Cosmos 2385),48,15,4,2,2,-0.846785739,-0.595277815,-0.191178524,-0.670955646,-0.845144701,,,-1.203602622,12,131,,0.560976963
Strela 3 (Cosmos 2386),48,15,4,2,2,-0.84690593,-0.595488407,-0.193160719,-0.670955646,-0.845144701,,,-1.203602622,12,131,,0.560976963
Strela 3 (Cosmos 2390),48,15,4,2,2,-0.843720856,-0.592434813,-0.176034554,-0.669236197,-0.845144701,,,-1.203602622,12,53,,-0.707443142
Strela 3 (Cosmos 2391),48,15,4,2,2,-0.843841047,-0.592434813,-0.175003813,-0.669236197,-0.845144701,,,-1.203602622,12,53,,0.560976963
Strela 3 (Cosmos 2400),48,15,4,2,2,-0.843780952,-0.59254011,-0.177065296,-0.669236197,-0.845144701,,,-1.203602622,12,53,,0.560976963
Strela 3 (Cosmos 2401),48,15,4,2,2,-0.843901143,-0.592575208,-0.176510281,-0.669350827,-0.845144701,,,-1.203602622,12,53,,0.560976963
Strela 3 (Cosmos 2408),48,15,4,2,2,-0.843540569,-0.5928209,-0.183091168,-0.669465457,-0.845144701,,,-1.203602622,12,53,,0.560976963
Strela 3 (Cosmos 2409),48,15,4,2,2,-0.843360282,-0.5928209,-0.184597637,-0.669350827,-0.845144701,,,-1.203602622,12,53,,0.560976963
STSat-2C,54,10,44,2,,-0.914032873,-0.593277184,0.451290513,-0.684057853,-0.902382315,,-0.783894828,-1.403183937,10,78,,0.52292436
STSat-3,54,10,44,2,,-0.896304629,-0.62332174,-0.176510281,-0.690809559,-0.877666073,,-0.758859201,-1.403183937,2,39,,0.823402798
"STSS ATRR (Space Tracking and Surveillance System Advanced Technology Risk Reduction Satellite, USA 205)",65,15,44,2,6,-0.879838396,-0.614441749,-0.188641314,-0.684470521,,,,,21,29,,0.842600508
STSS Demo-1 (Space Tracking and Surveillance System Demonstrator),65,15,44,2,,-0.850992441,-0.597840026,-0.192684992,-0.672698022,0.028596141,-0.145666463,,-1.702555909,1,29,,0.141027063
STSS Demo-2 (Space Tracking and Surveillance System Demonstrator),65,15,44,2,,-0.851473207,-0.597875124,-0.189037753,-0.672812652,0.028596141,-0.145666463,,-1.702555909,1,29,,0.141027063
STUDSat (Student Satellite),27,0,44,2,6,-0.895042619,-0.62304095,-0.183884046,-0.690442743,-0.94234024,,,-1.702555909,16,,,0.826659553
Superbird 7 (Superbird C2),35,5,4,1,,1.218164018,0.61103217,-0.193715734,0.84433809,1.225382606,,,1.191373152,3,8,1.458721945,-0.851083148
Superbird-B2 (Superbird 4),35,5,4,1,,1.218224113,0.610997071,-0.193874309,0.844326627,0.813878854,0.668665343,0.356858961,0.19346658,3,4,1.66139304,-0.852968638
Superbird-C,35,5,4,1,,1.218344305,0.610961972,-0.19419146,0.844361016,0.414516414,0.929866111,0.182698077,0.19346658,1,14,1.460941781,-0.852968638
Suzaku (Astro E2),36,10,1,2,2,-0.899008938,-0.625708457,-0.18951348,-0.692162193,-0.248919561,,-0.709876452,-0.804439993,20,72,,-0.314918542
SWARM-A,13,10,16,2,4,-0.903516118,-0.628586557,-0.19347787,-0.694225533,-0.739775458,-0.707248114,-0.686364733,-1.004021308,12,100,,0.643252862
SWARM-B,13,10,16,2,4,-0.903516118,-0.628586557,-0.19347787,-0.694225533,-0.739775458,-0.707248114,-0.686364733,-1.004021308,12,100,,0.643252862
SWARM-C,13,10,16,2,4,-0.902734874,-0.627884582,-0.189434192,-0.694110903,-0.739775458,-0.707248114,-0.686364733,-1.004021308,12,100,,0.646681024
Swift,73,11,1,2,2,-0.897626736,-0.624585296,-0.184359773,-0.691474413,-0.308325266,,-0.592317856,-0.405277364,1,36,,-0.500039314
SwissCube,57,0,44,2,6,-0.889273428,-0.620022455,-0.189592768,-0.688264774,-0.942275197,,,-1.65266058,16,79,,0.831801796
Syracuse 3A (Systeme de Radio Communications Utilisant un Satellite),18,15,4,1,,1.218164018,0.610961972,-0.193874309,0.844292238,0.672519293,0.276864191,0.409107226,0.592629209,3,7,0.38520889,-0.853140046
Syracuse 3B (Systeme de Radio Communications Utilisant un Satellite),18,15,4,1,,1.217803443,0.611277862,-0.192526417,0.844326627,0.68335975,0.283010091,,0.592629209,3,7,-0.194390486,-0.852625821
TacSat 4,65,15,44,0,,-0.892398406,-0.229864411,3.316989442,-0.53229922,-0.747580587,,-0.6010259,,7,75,,0.237701244
TacSat 6,65,15,44,2,,-0.90531899,-0.614196057,0.054455078,-0.689525703,,,,,21,19,,1.208899665
TanDEM-X (TerraSAR-X add-on for Digital Elevation Measurement),23,10,12,2,6,-0.901472863,-0.627393199,-0.19347787,-0.693193863,-0.357324132,,,-0.804439993,0,39,,0.816375065
"Tango (part of Cluster quartet, Cluster 2 FM8)",13,10,40,0,1,0.10849616,3.600290003,5.246695901,3.143700904,-0.422366874,-0.623510221,-0.770832762,-1.004021308,0,103,,0.701531624
"TDRS-10 (Tracking and Data Relay Satellite, TDRS-J)",65,10,4,1,,1.21756306,0.61131296,-0.19205069,0.844269312,0.436197328,0.238452313,-0.318014464,0.393047894,1,15,-0.589299445,-0.825029113
"TDRS-11 (Tracking and Data Relay Satellite, TDRS K)",65,10,4,1,,1.215399614,0.612787109,-0.184676924,0.844429794,0.555008738,0.238452313,-0.318014464,1.191373152,1,19,-2.034968131,-0.73315436
"TDRS-12 (Tracking and Data Relay Satellite, TDRS L)",65,10,4,1,,1.218284209,0.610716281,-0.194746475,0.844085904,0.555008738,0.238452313,-0.056773138,1.191373152,1,19,,-0.733325768
"TDRS-3 (Tracking and Data Relay Satellite, TDRS-C)",65,10,4,1,,1.21305588,0.613980468,-0.177858174,0.844292238,0.436197328,0.238452313,-0.426865016,0.19346658,1,114,0.799874396,-0.655506481
"TDRS-5 (Tracking and Data Relay Satellite, TDRS-E)",65,12,4,1,,1.217863539,0.611102368,-0.193081431,0.845358296,0.436197328,0.238452313,-0.426865016,0.19346658,1,117,-1.992125282,-0.692016411
"TDRS-6 (Tracking and Data Relay Satellite, TDRS-F)",65,12,4,1,,1.217863539,0.610786479,-0.193874309,0.84387957,0.436197328,0.238452313,-0.426865016,0.19346658,1,118,-2.038852846,-0.703329347
"TDRS-7 (Tracking and Data Relay Satellite, TDRS-G)",65,10,4,1,,1.217502965,0.611348059,-0.191812826,0.844269312,0.436197328,0.238452313,-0.426865016,0.19346658,1,119,-1.80776784,-0.671447436
"TDRS-8 (Tracking and Data Relay Satellite, TDRS-H)",65,10,4,1,,1.21756306,0.611523553,-0.191495675,0.84445272,0.436197328,0.238452313,-0.318014464,0.393047894,1,15,0.848155845,-0.837713315
"TDRS-9 (Tracking and Data Relay Satellite, TDRS-I)",65,10,4,1,,1.21756306,0.611558652,-0.1913371,0.844349553,0.436197328,0.238452313,-0.318014464,0.393047894,1,15,-0.829929749,-0.852797229
TecSAR (Polaris),33,15,30,2,,-0.907602629,-0.624936284,-0.094130258,-0.693537753,-0.81262333,-0.790986007,,,16,80,,-0.14985252
Telkom 1,29,5,4,1,,1.218164018,0.611102368,-0.193557158,0.844372479,0.255378504,0.315276069,0.052077414,1.191373152,3,6,1.061815133,-0.852797229
Telkom 2,29,5,4,1,,1.218344305,0.610997071,-0.194112173,0.84433809,-0.105825527,-0.300082211,,1.191373152,3,8,1.172917962,-0.852454413
Telstar 11N,9,5,4,1,,1.217923635,0.611277862,-0.192684992,0.844372479,0.796100504,,,1.191373152,15,139,-0.548232465,-0.852454413
Telstar 12 (Orion 2),42,5,4,1,,1.217863539,0.611207664,-0.19276428,0.844326627,0.738862891,0.468923579,1.488904705,0.792210523,3,5,-0.303384471,-0.852283005
Telstar 14R (Estrela do Sul 2),9,5,4,1,,1.218464496,0.610926874,-0.194508612,0.84433809,1.212374057,0.660982967,1.793686251,1.191373152,0,95,-0.836256284,-0.852797229
Telstar 18 (Apstar 5),42,5,4,1,,1.218164018,0.611067269,-0.193636446,0.84433809,1.069280023,0.929866111,2.66449067,0.792210523,15,138,1.395123621,-0.852968638
TerraSAR-XÌ_1 (Terra Synthetic Aperture Radar X-Band),23,12,31,2,,-0.901472863,-0.627428297,-0.194032885,-0.693193863,-0.409358326,,,-0.804439993,0,39,,0.818089147
TerraStar 1,65,5,4,1,,1.218464496,0.610926874,-0.194508612,0.844349553,2.053593528,,,1.191373152,3,8,-1.369017105,-0.751323621
TES (Technology Experiment Satellite),27,13,34,2,,-0.900150757,-0.624304506,-0.155736878,-0.691932933,-0.462259756,,,-1.203602622,16,85,,0.82323139
"TET-1 (Technologieerprobungstrå_ger 1, Technology Experiment Carrier)",23,5,44,2,6,-0.901833438,-0.627568693,-0.192922856,-0.693308493,-0.890674621,,-0.814372983,-1.602765252,0,111,,0.818089147
"Thaicom-4 (Ipstar 1, Measat 5)",60,5,4,1,,1.21798373,0.611172565,-0.193081431,0.84433809,1.877978123,,2.229088461,0.592629209,3,9,1.189344754,-0.853140046
Thaicom-5,60,5,4,1,,1.218103922,0.611102368,-0.193398582,0.84433809,0.27142238,-0.053477957,0.269778519,0.592629209,3,8,0.734722187,-0.852454413
Thaicom-6,60,5,4,1,,1.218644784,0.611102368,-0.194270748,0.84456735,0.49907198,,,1.191373152,1,44,0.73427822,-0.852283005
THEMIS A (Time History of Events and Macroscale Interactions during Substorms),42,11,40,0,,-0.904237267,2.41897035,6.65579867,1.340548357,-0.888072912,-0.931573479,-0.81001896,-1.403183937,1,29,,-0.584029293
THEMIS D (Time History of Events and Macroscale Interactions during Substorms),42,11,40,0,,-0.903876693,2.417426004,6.654450777,1.339321816,-0.888072912,-0.931573479,-0.81001896,-1.403183937,1,29,,-0.584029293
THEMIS E (Time History of Events and Macroscale Interactions during Substorms),42,11,40,0,,-0.903456023,2.426762279,6.656274396,1.348056621,-0.888072912,-0.931573479,-0.81001896,-1.403183937,1,29,,-0.584029293
THEOS (Thailand Earth Observation System),60,10,12,2,6,-0.882422513,-0.616301984,-0.194112173,-0.685628284,-0.617495102,-0.476008611,-0.635858077,-0.804439993,2,39,,0.838658121
Thor-3,45,5,4,1,,1.218103922,0.611067269,-0.193557158,0.844303701,-0.335643217,-0.494446312,-0.513945458,0.592629209,1,29,-0.181404441,-0.851940189
Thor-5 (Thor 2R),45,5,4,1,,1.217863539,0.611172565,-0.192843568,0.84433809,-0.065065408,,,1.191373152,0,98,-0.144999119,-0.852968638
Thor-6,45,5,4,1,,1.218224113,0.61103217,-0.193795021,0.84433809,0.379826951,,0.465709513,1.191373152,3,7,-0.14810689,-0.852797229
Thuraya 2,75,5,4,1,,1.217322677,0.611488454,-0.191178524,0.844303701,1.333787177,1.467632397,1.575985147,0.592629209,15,138,0.352799273,-0.801889017
Thuraya 3,75,5,4,1,,1.217442869,0.611488454,-0.1913371,0.84433809,1.303433897,,,0.592629209,15,138,0.957371813,-0.753037703
Tian Xun-1 (TX-1),11,0,44,2,,-0.90405698,-0.628621656,-0.188879178,-0.694110903,-0.927532175,,,,18,66,,0.816375065
Tiangong-1 (TG-1),11,10,44,2,,-0.910306937,-0.632622917,-0.194667187,-0.696632762,2.74564831,,,-1.403183937,5,61,,-0.119513282
Tianhui 1-01,11,10,12,2,,-0.902614682,-0.627603791,-0.185945529,-0.693537753,0.141336895,,,,5,59,,0.816375065
Tianhui 1-02,11,10,12,2,,-0.902794969,-0.627568693,-0.183646183,-0.693537753,0.141336895,,,,5,59,,0.816375065
"TianLian 1 (TL-1-01, CTDRS)",11,10,4,1,,1.217623156,0.611699047,-0.191099236,0.844315164,0.68335975,,,,23,65,0.718517378,-0.852111597
"TianLian 2 (TL-1-02, CTDRS)",11,10,4,1,,1.3383555,0.681229731,-0.193795021,0.84433809,0.032932324,,,,23,65,1.82444005,-0.835999233
"TianLian 3 (TL-1-03, CTDRS)",11,10,4,1,,1.21756306,0.61131296,-0.19205069,0.84422346,0.01125141,,,,23,65,0.050124532,-0.818172789
Tiantuo 1,11,10,44,2,6,-0.904537746,-0.629183236,-0.19347787,-0.694454793,-0.938676165,,,,18,66,,0.814660984
TIMED (Thermosphere å´ Ionosphere å´ Mesosphere å´ Energetics and Dynamics),65,11,1,2,2,-0.89516281,-0.623778024,-0.194667187,-0.690672003,-0.688174883,,-0.730340356,-1.403183937,21,29,,0.416994141
TISat-1 (Ticano Satellite),57,0,44,2,6,-0.895222906,-0.623146246,-0.183884046,-0.690557373,-0.942275197,,,,16,79,,0.826659553
TKSat-1 (TåÏpac Katari Satellite 1),7,10,4,1,,1.217863539,0.611207664,-0.19276428,0.844303701,1.225382606,,,,23,64,-1.104856531,-0.848512026
Topsat,76,10,15,2,6,-0.891016204,-0.620584035,-0.18229829,-0.688837924,-0.890674621,,,,12,53,,0.824945472
Triton-1,43,5,44,2,6,-0.896244534,-0.618478108,-0.099601116,-0.689411073,-0.94162477,,-0.818291602,,2,39,,0.821517309
TRMM (Tropical Rainfall Measuring Mission),36,10,12,2,2,-0.907903107,-0.631254064,-0.195222202,-0.695715722,0.71371303,,-0.633681066,-1.203602622,19,50,,-0.253211618
"Trumpet 3 (NROL-4, National Reconnaissance Office Launch-4, USA 136)",65,15,20,0,3,-0.859225557,0.714433177,5.452289165,0.011562731,2.526237458,,,,1,129,,0.255870505
Tselina-2 (Cosmos 2428),48,15,20,2,2,-0.881220598,-0.615178823,-0.187531285,-0.684940504,0.444869694,,,,0,135,,0.363857622
"TUGSat-1Ì_Ì_(Technische Universitå_t Graz Satellit, CanX-3b, BRITE-Austria)",4,0,44,2,6,-0.885667683,-0.617776133,-0.187451997,-0.686889214,-0.936638159,-0.985350108,-0.817551419,,13,79,,0.836944039
Turksat 3A,61,5,4,1,,1.218164018,0.610997071,-0.193795021,0.844292238,0.401507866,-0.013529604,0.944651943,,3,8,0.32960198,-0.852968638
"UFO-10 (USA 146, UHF F/O F10) ""UHF Follow-On""",65,15,4,1,,1.215760188,0.612436121,-0.186183393,0.84433809,0.444869694,0.19235806,0.008537193,-1.004021308,1,13,0.669569978,-0.819372646
"UFO-11  (USA 174) ""UHF Follow-On""",65,15,4,1,,1.218644784,0.610786479,-0.195142914,0.84433809,0.444869694,0.196199248,-0.209163912,-1.004021308,1,16,0.655917982,-0.816115891
"UFO-2 (USA 95) ""UHF Follow-On""",65,15,4,1,,1.217442869,0.611488454,-0.1913371,0.844361016,0.444869694,0.196199248,-0.209163912,,1,13,0.182537795,-0.711385529
"UFO-4 (USA 108, UFO F4 EHF) ""UHF Follow-On""",65,15,4,1,,1.217262582,0.610365293,-0.194112173,0.843329346,0.444869694,0.196199248,-0.209163912,-1.004021308,1,13,-2.102895136,-0.795889733
"UFO-6 (USA 114, UFO F6 EHF) ""UHF Follow-On""",65,15,4,1,,1.216120763,0.612260627,-0.187214134,0.844361016,0.444869694,0.196199248,-0.209163912,-1.004021308,1,13,-1.307971594,-0.782691308
"UFO-7 (USA 127, F7 EHF) ""UHF Follow-On""",65,15,4,1,,1.215760188,0.61247122,-0.186104105,0.844349553,0.444869694,0.196199248,-0.209163912,-1.004021308,1,13,-0.380190823,-0.788176367
"UFO-8 (USA 138, UHF F/O F8) ""UHF Follow-On""",65,15,4,1,,1.217803443,0.61103217,-0.193160719,0.844154682,0.447471404,0.196199248,0.008537193,-1.004021308,1,13,1.775159674,-0.76332219
"UK-DMC-2 (BNSCSat-2, British National Science Center Satellite 2)",76,10,12,2,6,-0.892278215,-0.622058184,-0.194112173,-0.689525703,-0.900864651,,,-0.804439993,0,39,,0.826659553
Unisat-3 (University Satellite 3),34,0,37,2,6,-0.890114768,-0.617390046,-0.140037893,-0.687576994,-0.937505396,-0.98150892,,,0,40,,0.828373634
Unisat-5 (University Satellite 5),34,0,37,2,6,-0.90165315,-0.622830357,-0.117520158,-0.690672003,-0.937505396,,,,2,39,,0.82323139
US-KMO Oko 8 (Cosmos 2479),48,15,11,1,,1.213236167,0.614893036,-0.175638115,0.844670517,0.097975067,-0.03043083,-0.252704133,,0,97,1.7054568,-0.81440181
US-KS Oko 87 (Cosmos-2422),48,15,11,0,3,-0.899369512,0.751883576,5.66898272,0.020790445,0.097975067,-0.03043083,,,12,76,,0.223302962
