id,Country_of_Operator,Users,Purpose,Class_of_Orbit,Type_of_Orbit,Perigee_km,Apogee_km,Eccentricity,Period_minutes,Launch_Mass_kg,Dry_Mass_kg,Power_watts,Expected_Lifetime,Launch_Site,Launch_Vehicle,longitude_radians_of_geo,Inclination_radians
Unisat-3 (University Satellite 3),34,0,37,2,6,696.0,795.0,0.006959999999999999,99.7,12.0,12.0,,,0,40,,1.712167996
Unisat-5 (University Satellite 5),34,0,37,2,6,504.0,640.0,0.0098,97.0,12.0,,,,2,39,,1.7069320080000001
US-KMO Oko 8 (Cosmos 2479),48,15,11,1,,35696.0,35904.0,0.00247,1436.39,2400.0,1250.0,2600.0,,0,97,2.897246558,0.039444441000000004
US-KS Oko 87 (Cosmos-2422),48,15,11,0,3,542.0,39807.0,0.73961,717.66,2400.0,1250.0,,,12,76,,1.09606677
US-KS Oko 89 (Cosmos 2446),48,15,11,0,3,667.0,39697.0,0.73497,717.9,2400.0,1250.0,,,12,76,,1.09606677
US-KS Oko 90 (Cosmos 2469),48,15,11,0,3,563.0,39128.0,0.73554,704.3,2400.0,1250.0,,,12,76,,1.095892237
UWE-3 (University of Wrzburg Experimental Satellite 3),23,0,4,2,,593.0,700.0,0.00762,97.6,1.0,,,,2,39,,1.7069320080000001
"Van Allen Probe A (RBSP-A, Radiation Belt Storm Probes)",65,10,16,0,,591.0,30534.0,0.68262,539.06,647.6,,,,1,19,,0.175056524
"Van Allen Probe B (RBSP-B, Radiation Belt Storm Probes)",65,10,16,0,,595.0,30657.0,0.68335,541.4,666.0,,,,1,19,,0.175231057
Velox P2,51,0,44,2,,594.0,699.0,0.00748,97.6,1.0,,,,2,39,,1.7069320080000001
VeneSat 1 (Simon Bolivar),77,10,4,1,,35777.0,35796.0,0.00022999999999999998,1436.1,5100.0,,,15.0,23,26,-1.134464014,0.003665191
Vermont Lunar Cubesat,65,0,44,2,6,494.0,504.0,0.00073,94.6,1.0,,,,22,73,,0.706858347
Vesselsat-1,65,5,7,2,6,847.0,867.0,0.0013800000000000002,102.1,28.7,,,,16,79,,0.34906585
Vesselsat-2,65,5,7,2,6,479.0,490.0,0.0008,94.3,29.0,,,,18,66,,1.7016960209999998
ViaSat-1,65,5,4,1,,35775.0,35796.0,0.00025,1436.09,6740.0,,,15.0,0,98,-2.00712864,0.000698132
Vinasat 1,78,10,4,1,,35782.0,35791.0,0.00011,1436.1,2600.0,,,15.0,3,8,2.303311014,0.000349066
Vinasat 2,78,10,4,1,,35742.0,35776.0,0.0004,1434.69,2970.0,,,15.0,3,8,2.300343954,0.0013962629999999998
VNREDSat 1AÊÊ(Vietnam Natural Resources Environment and Disaster monitoring small Satellite),78,10,12,2,,682.0,685.0,0.00021,98.43,115.0,,,5.0,3,132,,1.712691595
"VRSS-1 (Venezuelan Remote Sensing Satellite, Francisco Miranda)",77,10,31,2,,622.0,654.0,0.00228,97.48,880.0,,,5.0,5,59,,1.7109462659999999
"Wideband Global Satcom 1 (WGS-1, USA 195)",65,15,4,1,,35783.0,35790.0,8e-05,1436.1,5900.0,3450.0,13000.0,,1,19,,0.0
"Wideband Global Satcom 2 (WGS-2, USA 204)",65,15,4,1,,35786.0,35787.0,1e-05,1436.12,5987.0,3450.0,13000.0,,1,19,1.047197551,0.000523599
"Wideband Global Satcom 3 (WGS-3, USA 211)",65,15,4,1,,35785.0,35786.0,1e-05,1436.1,5990.0,3450.0,13000.0,,1,33,-0.20943951,0.0
"Wideband Global Satcom 4 (WGS-4, USA 233)",65,15,4,1,,35785.0,35786.0,1e-05,1436.1,5990.0,3450.0,13000.0,,1,33,-2.1729349190000002,0.000174533
"Wideband Global Satcom 5 (WGS-5, USA 243)",65,15,4,1,,35785.0,35786.0,1e-05,1436.1,5990.0,3450.0,13000.0,,1,33,-0.916297857,0.0
"Wideband Global Satcom 6 (WGS-6, USA 244)",65,15,4,1,,35785.0,35786.0,1e-05,1436.1,5990.0,3450.0,,,1,33,,0.0
WildBlue 1,65,5,4,1,,35776.0,35796.0,0.00023999999999999998,1436.1,4735.0,1995.0,10000.0,12.0,3,7,-1.938886266,0.000174533
Wind (International Solar-Terrestrial Program),42,10,1,0,0,186.0,470310.0,0.9728700000000001,19700.45,1200.0,895.0,472.0,,1,29,,0.500909495
WNISat-1 Weather News Inc. Satellite 1),35,5,12,2,6,594.0,849.0,0.01798,99.2,10.0,,,2.0,2,39,,1.7069320080000001
Worldview 1,65,16,12,2,6,491.0,494.0,0.00022,94.5,4500.0,,3200.0,7.25,21,29,,1.698205362
Worldview 2,65,16,12,2,6,765.0,767.0,0.00014,100.2,2800.0,,,,21,29,,1.7191493130000002
Wren,23,5,44,2,6,593.0,640.0,0.00336,97.3,2.5,,,,2,39,,1.7069320080000001
X37-B OTV-1 (USA 240),65,15,44,2,,342.0,358.0,0.00119,91.54,4990.0,,,,1,19,,0.759218225
XaTcobeo,55,0,44,2,,306.0,1261.0,0.06675,100.5,1.0,,,,3,132,,1.21300383
Xinyan 1 (XY-1),11,10,44,2,,489.0,501.0,0.0008699999999999999,94.51,,,,,18,58,,1.6990780269999999
XM Radio 3 (Rhythm),65,5,4,1,,35782.0,35790.0,9e-05,1436.1,4703.0,,18000.0,15.0,15,138,-1.484227996,0.000174533
XM Radio 4 (Blues),65,5,4,1,,35784.0,35787.0,4e-05,1436.09,5193.0,,18000.0,15.0,15,138,-2.0064305080000002,0.000174533
XM Rock (XM 2),65,5,4,1,,35784.0,35789.0,5.9999999999999995e-05,1436.13,4682.0,2500.0,18000.0,15.0,15,138,-1.487544121,0.0013962629999999998
XM Roll (XM 1),65,5,4,1,,35785.0,35788.0,4e-05,1436.11,4667.0,2500.0,18000.0,15.0,15,138,-1.4863223909999999,0.001570796
XMM Newton (High Throughput X-ray Spectroscopy Mission),13,10,40,0,1,7079.0,114027.0,0.79904,2872.15,3764.0,3233.0,,0.5,3,7,,0.6702064329999999
X-Sat,51,10,12,2,6,801.0,823.0,0.0015300000000000001,101.1,91.0,,175.0,3.0,16,82,,1.7226399719999999
XTAR-EUR,55,17,4,1,,35778.0,35792.0,0.00016999999999999999,1436.06,3631.0,1412.0,,15.0,3,8,0.506669082,0.0017453289999999999
"XW-1 (Hope Oscar 68, HO-68, Xi Wang 1, Hope-1, CAS-1)",11,0,4,2,6,1193.0,1205.0,0.00079,109.4,60.0,,,,18,67,,1.75056524
Yahsat-1A (Y1A),75,16,4,1,,35743.0,35823.0,0.00095,1435.92,5953.0,,,15.0,3,7,0.916297857,0.000698132
Yahsat-1B (Y1B),75,16,4,1,,35780.0,35791.0,0.00013000000000000002,1436.07,6000.0,,,,0,98,0.830776724,0.0
Yamal-201,48,5,4,1,,35773.0,35800.0,0.00032,1436.1,1360.0,,2000.0,12.0,0,97,1.571668991,0.000523599
Yamal-202,48,5,4,1,,35774.0,35796.0,0.00026000000000000003,1436.06,1320.0,,2000.0,12.0,0,97,0.8557349320000001,0.000698132
Yamal-300K,48,5,4,1,,35694.0,35866.0,0.0020399999999999997,1435.76,1640.0,,,,0,98,1.5707963269999998,0.002443461
Yamal-402,48,5,4,1,,35784.0,35789.0,5.9999999999999995e-05,1436.11,4463.0,,,11.0,0,98,0.959931089,0.001047198
Yaogan 10 (Remote Sensing Satellite 10),11,15,31,2,6,625.0,628.0,0.00021,97.2,,,,,18,67,,1.7069320080000001
Yaogan 11 (Remote Sensing Satellite 11),11,15,31,2,6,626.0,668.0,0.00299,97.7,,,,,5,59,,1.7086773380000002
Yaogan 12 (Remote Sensing Satellite 12),11,15,31,2,6,487.0,496.0,0.00066,94.4,,,,,18,66,,1.699950691
Yaogan 13 (Remote Sensing Satellite 13),11,15,31,2,6,506.0,507.0,7e-05,94.8,,,,,18,58,,1.699950691
Yaogan 14 (Remote Sensing Satellite 14),11,15,31,2,6,469.0,481.0,0.00088,94.1,,,,,18,66,,1.698205362
Yaogan 15 (Remote Sensing Satellite 15),11,15,31,2,6,1201.0,1207.0,0.0004,109.5,1040.0,,,,18,67,,1.74881991
"Yaogan 16A (Remote Sensing Satellite 16A, Yaogan Weixing 16)",11,15,31,2,6,1080.0,1089.0,0.0006,106.93,,,,,5,67,,1.10618968
Yaogan 16B (Remote Sensing Satellite 16B),11,15,31,2,6,1079.0,1090.0,0.00074,106.93,,,,,5,67,,1.10618968
Yaogan 16C (Remote Sensing Satlelite 16C),11,15,31,2,6,1032.0,1081.0,0.0033,106.33,,,,,5,67,,1.10618968
"Yaogan 17A (Remote Sensing Satellite 17A, Yaogan Weixing 17)",11,15,31,2,6,1076.0,1111.0,0.00234,107.12,,,,,5,67,,1.106713279
Yaogan 17B (Remote Sensing Satellite 17B),11,15,31,2,6,1080.0,1111.0,0.0020800000000000003,107.13,,,,,5,67,,1.106887812
Yaogan 17C (Remote Sensing Satellite 17C),11,15,31,2,6,890.0,1112.0,0.015059999999999999,105.14,,,,,5,67,,1.107760476
Yaogan 18 (Remote Sensing Satellite 18),11,15,31,2,6,509.0,513.0,0.00029,94.84,,,,,18,58,,1.7023941519999999
Yaogan 19 (Remote Sensing Satellite 19),11,15,31,2,6,1201.0,1207.0,0.0004,109.51,,,,,18,67,,1.7537068319999998
"Yaogan 2 (Remote Sensing Satellite 2, Jian Bing 5-2, JB 5-2)",11,15,31,2,6,633.0,661.0,0.002,97.7,1200.0,,,,5,68,,1.7104226669999998
"Yaogan 3 (Remote Sensing Satellite 3, Jian Bing 5-3, JB 5-3)",11,15,31,2,6,625.0,627.0,0.00014,97.2,2700.0,,,,18,57,,1.7086773380000002
Yaogan 4 (Remote Sensing Satellite 4),11,10,31,2,6,635.0,658.0,0.00164,97.7,2700.0,,,,5,59,,1.7069320080000001
"Yaogan 5 (Remote Sensing Satellite 5, JB 5-C, Jian Bing 5-C)",11,10,31,2,6,440.0,450.0,0.00073,93.5,2700.0,,,,18,66,,1.6964600330000001
"Yaogan 6 (Remote Sensing Satellite 6, Jian Bing 7-A)",11,10,31,2,6,511.0,512.0,7e-05,94.9,1800.0,,,,18,58,,1.698205362
Yaogan 7 (Remote Sensing Satellite 7),11,10,31,2,6,628.0,665.0,0.00264,97.7,2700.0,,,,5,59,,1.7104226669999998
Yaogan 8 (Remote Sensing Satellite 8),11,10,31,2,6,1192.0,1205.0,0.00086,109.4,,,,,18,67,,1.75056524
Yaogan 9A (Remote Sensing Satellite 9A),11,10,31,2,6,1017.0,1164.0,0.00985,107.1,,,,,5,67,,1.106538746
Yaogan 9B (Remote Sensing Satellite 9B),11,10,31,2,6,1017.0,1164.0,0.00985,107.1,,,,,5,67,,1.106538746
Yaogan 9C (Remote Sensing Satellite 9C),11,10,31,2,6,1017.0,1164.0,0.00985,107.1,,,,,5,67,,1.106538746
Youthsat,27,10,37,2,6,802.0,824.0,0.0015300000000000001,101.2,92.0,,,2.0,16,82,,1.7226399719999999
"Yubileiny (Jubilejnyj, Radio Sputnik 30 (RS-30))",48,0,44,2,2,1479.0,1508.0,0.0018399999999999998,115.8,45.0,,,,12,100,,1.439896633
ZACube-1 (TshepisoSat),53,0,44,2,6,594.0,683.0,0.00635,94.4,1.0,,,,2,39,,1.7069320080000001
"Zhangguo Ziyuan 2B (ZY-2B, JB-3B)",11,15,31,2,6,444.0,454.0,0.00073,93.6,1500.0,,,0.5,18,71,,1.6947147040000001
"Zhangguo Ziyuan 2C (ZY-2C, JB-3C)",11,15,30,2,6,555.0,606.0,0.00367,96.3,,,,0.5,18,27,,1.6964600330000001
"Zheda Pixing 1B (ZP-1B, Zhejiang University-1B)",11,0,37,2,6,619.0,653.0,0.00243,97.4,3.5,,,,5,59,,1.7086773380000002
"Zheda Pixing 1C (ZP-1C, Zhejiang University-1B",11,0,37,2,6,620.0,653.0,0.00235,97.5,3.5,,,,5,59,,1.7086773380000002
"Zhongxing 10 (XZ-10, Chinasat 10)",11,10,4,1,,35775.0,35797.0,0.00026000000000000003,1436.05,5000.0,,,15.0,23,64,1.9285888230000001,0.00296706
Zhongxing 11 (Chinasat 11),11,10,4,1,,35775.0,35803.0,0.00033,1436.24,5100.0,,,15.0,23,64,1.713913325,0.01134464
"Zhongxing 12 (Chinasat 12, ZX-12)",11,10,4,1,,35759.0,35807.0,0.00057,1435.92,5500.0,,,,23,64,1.527163095,0.000698132
"Zhongxing 1A (Chinasat 1A, Fenghuo 2)",11,15,4,1,,35778.0,35796.0,0.00021,1436.13,5200.0,,,,23,64,2.266135501,0.005235988
Zhongxing 20A,11,15,4,1,,35773.0,35799.0,0.00031,1436.05,2300.0,,,,23,64,2.268928028,0.009599311
Zhongxing 22A (Chinastar 22A),11,15,4,1,,35767.0,35807.0,0.00047000000000000004,1436.1,2300.0,,,,23,63,1.802576051,0.00122173
Zhongxing 2A (Chinasat 2A),11,17,4,1,,35781.0,35792.0,0.00013000000000000002,1436.09,5200.0,,,,23,64,1.7104226669999998,0.003316126
"Zhongxing 9 (Chinasat 9, Chinastar 9)",11,10,4,1,,35759.0,35812.0,0.00063,1436.1,,,,,23,64,1.609542636,0.000523599
Ziyuan 1-02C,11,10,12,2,6,763.0,773.0,0.0007,100.2,1500.0,,,,18,66,,1.720196511
Ziyuan 3 (ZY-3),11,10,12,2,6,500.0,504.0,0.00029,94.7,2650.0,,,4.0,18,66,,1.7016960209999998
