ID,Country_of_Operator,Users,Purpose,Class_of_Orbit,Type_of_Orbit,Perigee_km,Apogee_km,Eccentricity,Period_minutes,Launch_Mass_kg,Dry_Mass_kg,Power_watts,Date_of_Launch,Expected_Lifetime,Country_of_Contractor,Launch_Site,Launch_Vehicle,Source_Used_for_Orbital_Data,longitude_radians_of_geo,Inclination_radians
Nanosat-1,Spain,Government,Communications,LEO,Polar,654.0,659.0,0.00036,97.9,20.0,15.0,20.0,38339.0,,Spain,Guiana Space Center,Ariane 5G,www.satellitedebris.net 12/12,,1.7174039840000002
Nanosat-1B,Spain,Government,Communications/Technology Development,LEO,Polar,583.0,672.0,0.00636,97.3,20.0,15.0,20.0,40023.0,,Spain,Baikonur Cosmodrome,Dnepr,www.satellitedebris.net 12/12,,1.712167996
NATO 4-B (USA 98),United Kingdom,Military,Communications,GEO,,35775.0,35795.0,0.00024,1436.04,1430.0,660.0,1200.0,34311.0,7.0,France,Cape Canaveral,Delta 2,JM/12_08,-0.611737903,0.12793263400000002
"Navstar GPS II-10 (Navstar SVN 23, PRN 32,  USA 66)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,19781.0,20582.0,0.01508,717.94,1816.0,844.0,700.0,33203.0,7.5,USA,Cape Canaveral,Delta 2,,,0.973544657
"Navstar GPS II-14 (Navstar SVN 26, PRN 26, USA 83)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,19959.0,20403.0,0.00836,717.93,1816.0,844.0,700.0,33792.0,7.5,USA,Cape Canaveral,Delta 2,JMSatcat304,,0.959931089
"Navstar GPS II-21 (Navstar SVN 39, PRN 09, USA 92)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,20120.0,20244.0,0.00234,717.97,1816.0,844.0,700.0,34146.0,7.5,USA,Cape Canaveral,Delta 2,JMSatcat304,,0.954695101
"Navstar GPS II-23 (Navstar SVN 34, PRN 04, USA 96)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,20104.0,20260.0,0.00294,717.97,1816.0,844.0,700.0,34268.0,7.5,USA,Cape Canaveral,Delta 2,JMSatcat304,,0.959931089
"Navstar GPS II-24 (Navstar SVN 36, PRN 06, USA 100)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,19986.0,20315.0,0.0062,716.69,1816.0,844.0,700.0,34403.0,7.5,USA,Cape Canaveral,Delta 2,JMSatcat304,,0.958185759
"Navstar GPS II-25 (Navstar SVN 33, PRN 03, USA 117)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,20080.0,20284.0,0.00384,717.97,1816.0,844.0,700.0,35152.0,7.5,USA,Cape Canaveral,Delta 2,JMSatcat304,,0.954695101
"Navstar GPS II-26 (Navstar SVN 40, PRN 10, USA 126)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,20134.0,20227.0,0.00175,717.91,1816.0,844.0,700.0,35262.0,7.5,USA,Cape Canaveral,Delta 2,JMSatcat304,,0.959931089
"Navstar GPS II-28 (Navstar SVN 38, PRN 08, USA 135)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,19912.0,20449.0,0.01011,717.91,1816.0,844.0,700.0,35740.0,7.5,USA,Cape Canaveral,Delta 2,JMSatcat304,,0.958185759
"Navstar GPS II-35 (Navstar SVN 35, PRN 30, USA 94)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,20109.0,20257.0,0.00279,718.01,1816.0,844.0,700.0,34211.0,7.5,USA,Cape Canaveral,Delta 2,JMSatcat304,,0.95644043
"Navstar GPS IIF-1 (Navstar SVN 62, PRN 25, USA 213)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,20188.0,20224.0,0.0006799999999999999,718.94,1630.0,,,40326.0,12.0,USA,Cape Canaveral,Delta 4,SC - ASCR,,0.959931089
"Navstar GPS IIF-2 (Navstar SVN 63, PRN 01, USA 232)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,20451.0,20464.0,0.00024,729.18,1630.0,,,40740.0,12.0,USA,Cape Canaveral,Delta 4,SC - ASCR,,0.960454687
"Navstar GPS IIF-3 (Navstar SVN 65, USA 239)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,20174.0,20191.0,0.00032,718.0,1630.0,,1136.0,41186.0,10.0,USA,Cape Canaveral,Delta 4,SC - ASCR,,0.959058424
"Navstar GPS IIF-4 (Navstar SVN 66, USA 242)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,20184.0,20247.0,0.00118,719.32,1630.0,,1136.0,41409.0,10.0,USA,Cape Canaveral,Atlas 5,SC - ASCR,,0.961501885
"Navstar GPS IIR-10 (Navstar SVN 47, PRN 22, USA 175)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,19963.0,20327.0,0.00686,716.47,2217.0,980.0,1136.0,37976.0,10.0,USA,Cape Canaveral,Delta 2,JMSatcat304,,0.961676418
"Navstar GPS IIR-11 (Navstar SVN 59, PRN 19, USA 177)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,20089.0,20276.0,0.00352,717.98,2217.0,980.0,1136.0,38066.0,10.0,USA,Cape Canaveral,Delta 2,JMSatcat304,,0.959931089
"Navstar GPS IIR-12 (Navstar SVN 60, PRN 23, USA 178)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,20072.0,20292.0,0.00414,717.96,2217.0,980.0,1136.0,38161.0,10.0,USA,Cape Canaveral,Delta 2,SC - ASCR,,0.966388807
"Navstar GPS IIR-13 (Navstar SVN 61, PRN 02, USA 180)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,19938.0,20426.0,0.00919,718.0,2217.0,980.0,1136.0,38297.0,10.0,USA,Cape Canaveral,Delta 2,GS,,0.95644043
"Navstar GPS IIR-2 (Navstar SVN 43, PRN 13, USA 132)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,20123.0,20247.0,0.00233,718.09,2217.0,980.0,1136.0,35634.0,10.0,USA,Cape Canaveral,Delta 2,JMSatcat304,,0.958185759
"Navstar GPS IIR-3 (Navstar SVN 46, PRN 11, USA 145)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,20096.0,20268.0,0.00324,717.97,2217.0,980.0,1136.0,36440.0,10.0,USA,Cape Canaveral,Delta 2,JMSatcat304,,0.925024504
"Navstar GPS IIR-4 (Navstar SVN 51, PRN 20, USA 150)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,20133.0,20234.0,0.0019,718.03,2217.0,980.0,1136.0,36657.0,10.0,USA,Cape Canaveral,Delta 2,JMSatcat304,,0.958185759
"Navstar GPS IIR-5 (Navstar SVN 44, PRN 28, USA 151)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,20184.0,20427.0,0.00455,722.98,2217.0,980.0,1136.0,36723.0,10.0,USA,Cape Canaveral,Delta 2,JMSatcat304,,0.959931089
"Navstar GPS IIR-6 (Navstar SVN 41, PRN 14, USA 154)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,20177.0,20498.0,0.00601,724.28,2217.0,980.0,1136.0,36840.0,10.0,USA,Cape Canaveral,Delta 2,JMSatcat304,,0.959931089
"Navstar GPS IIR-7 (Navstar SVN 54, PRN 18, USA 156)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,20104.0,20266.0,0.00305,718.09,2217.0,980.0,1136.0,36921.0,10.0,USA,Cape Canaveral,Delta 2,JMSatcat304,,0.959931089
"Navstar GPS IIR-8 (Navstar SVN 56, PRN 16, USA 166)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,20155.0,20344.0,0.00355,720.71,2217.0,980.0,1136.0,37650.0,10.0,USA,Cape Canaveral,Delta 2,JMSatcat304,,0.959931089
"Navstar GPS IIR-9 (Navstar SVN 45, PRN 21, USA 168)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,20063.0,20433.0,0.00695,720.65,2217.0,980.0,1136.0,37711.0,10.0,USA,Cape Canaveral,Delta 2,JMSatcat304,,0.958185759
"Navstar GPS IIR-M-1 (Navstar SVN 53, PRN 17, USA 183)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,20142.0,20221.0,0.00149,717.95,2217.0,980.0,1136.0,38621.0,10.0,USA,Cape Canaveral,Delta 2,SC - ASCR,,0.961327352
"Navstar GPS IIR-M-2 (Navstar SVN 52, PRN 31, USA 190)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,20020.0,20342.0,0.00606,717.93,2060.0,,,38985.0,10.0,USA,Cape Canaveral,Delta 2,SC - ASCR,,0.958883891
"Navstar GPS IIR-M-3 (Navstar SVN 58, PRN 12, USA 192)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,20206.0,20366.0,0.003,722.19,2060.0,,,39038.0,10.0,USA,Cape Canaveral,Delta 2,SC - ASCR,,0.960280154
"Navstar GPS IIR-M-4 (Navstar SVN 55, PRN 15, USA 196)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,20149.0,20213.0,0.00121,717.93,2217.0,980.0,1136.0,39372.0,10.0,USA,Cape Canaveral,Delta 2,,,0.95644043
"Navstar GPS IIR-M-5 (Navstar SVN 57, PRN 29, USA 199)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,20150.0,20311.0,0.00303,719.92,2060.0,,,39436.0,10.0,USA,Cape Canaveral,Delta 2,SC - ASCR,,0.959232957
"Navstar GPS IIR-M-6 (Navstar SVN 48, PRN 07, USA 201)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,20135.0,20152.0,0.00032,716.4,2217.0,980.0,1136.0,39522.0,10.0,USA,Cape Canaveral,Delta 2,SC - ASCR,,0.961676418
"Navstar GPS IIR-M-8 (Navstar SVN 50, PRN 05, USA 206)",USA,Military/Commercial,Navigation/Global Positioning,MEO,,20160.0,20209.0,0.00092,718.07,2059.0,980.0,1136.0,40042.0,10.0,USA,Cape Canaveral,Delta 2,SC - ASCR,,0.962025484
NEOSSatÊ(Near Earth Object Surveillance Satellite),Canada,Government,Space Observation,LEO,Sun-Synchronous,772.0,786.0,0.00098,100.4,74.0,,,41330.0,,Canada,Satish Dhawan Space Center,PSLV,SC - ASCR,,1.720894642
NFIRE (Near Field InfraRed Experiment),USA,Military,Technology Development,LEO,,398.0,405.0,0.0005200000000000001,97.6,494.0,,,39196.0,,USA,Wallops Island Flight Facility,Minotaur 1,www.satellitedebris.net 12/12,,0.8412486990000001
NigComSat-1R,Nigeria,Commercial,Communications,GEO,,35793.0,35795.0,2e-05,1436.1,5150.0,,,40894.0,15.0,China (PR),Xichang Satellite Launch Center,Long March 3B,,0.741764932,0.003490659
NigeriaSat-2,Nigeria,Government,Earth Observation,LEO,Sun-Synchronous,691.0,705.0,0.00099,98.7,300.0,,,40772.0,7.0,United Kingdom,Dombarovsky Launch Facility,Dnepr 1,www.satellitedebris.net 12/12,,1.713913325
Nigeriasat-X,Nigeria,Government,Earth Observation/Technology Development,LEO,Sun-Synchronous,661.0,696.0,0.00248,98.3,100.0,,,40772.0,,United Kingdom,Dombarovsky Launch Facility,Dnepr 1,www.satellitedebris.net 12/12,,1.713913325
Nilesat 102,Egypt,Government,Communications,GEO,,35764.0,35808.0,0.0005200000000000001,1436.08,1825.0,810.0,3700.0,36755.0,15.0,France,Guiana Space Center,Ariane 44LP,JM/12_08,-0.122696646,0.000523599
Nilesat 201,Egypt,Government,Communications,GEO,,35795.0,35813.0,0.00021,1436.23,3200.0,1700.0,3700.0,40394.0,15.0,France,Guiana Space Center,Ariane 5,SC - ASCR,-0.122173048,0.000872665
Nimiq 2,Canada,Commercial,Communications,GEO,,35779.0,35793.0,0.00017,1436.08,3600.0,1700.0,8600.0,37619.0,12.0,USA,Baikonur Cosmodrome,Proton,JM/12_08,-1.592612942,0.000174533
Nimiq 4,Canada,Commercial,Communications,GEO,,35779.0,35794.0,0.00018,1436.1,4850.0,,12000.0,39710.0,15.0,France,Baikonur Cosmodrome,Proton,JM/12_08,-1.430471855,0.000174533
Nimiq 5,Canada,Commercial,Communications,GEO,,35700.0,35700.0,0.0,1436.1,4745.0,,,40073.0,15.0,USA,Baikonur Cosmodrome,Breeze M,,-1.268854366,0.000174533
Nimiq 6,Canada,Commercial,Communications,GEO,,35764.0,35809.0,0.00053,1436.09,4745.0,,,41047.0,15.0,USA,Baikonur Cosmodrome,Breeze M,ZARYA,-1.589994949,0.000698132
NOAA-15 (NOAA-K),USA,Government,Earth Science/Meteorology,LEO,Sun-Synchronous,800.0,816.0,0.00111,101.0,2223.0,1500.0,830.0,35928.0,3.0,USA,Vandenberg AFB,Titan 2,www.satellitedebris.net 12/12,,1.722639972
NOAA-16 (NOAA-L),USA,Government,Earth Science/Meteorology,LEO,Sun-Synchronous,842.0,857.0,0.00104,101.9,2223.0,1500.0,830.0,36790.0,3.0,USA,Vandenberg AFB,Titan 2,www.satellitedebris.net 12/12,,1.729621289
"NOAA-18 (NOAA-N, COSPAS-SARSAT)",USA,Government,Meteorology,LEO,Sun-Synchronous,843.0,864.0,0.00145,102.0,2223.0,1500.0,830.0,38492.0,3.0,USA,Vandenberg AFB,Delta 2,www.satellitedebris.net 12/12,,1.729621289
"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",USA,Government,Meteorology,LEO,Sun-Synchronous,845.0,864.0,0.00131,102.0,1420.0,,,39850.0,3.0,USA,Vandenberg AFB,Delta 2,www.satellitedebris.net 12/12,,1.72613063
NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),USA,Government,Meteorology,LEO,Polar,827.0,827.0,0.0,101.4,2128.0,,,40844.0,,USA,Vandenberg AFB,Delta 2,www.satellitedebris.net 12/12,,1.722639972
NPS-SCATÊ(Naval Post-graduate School - Solar Cell Array Tester),USA,Governmnet,Technology Development,LEO,Sun-Synchronous,499.0,502.0,0.00022,94.63,1.0,,,41597.0,,USA,Wallops Island Flight Facility,Minotaur,ZARYA,,0.706858347
"NSS-10 (AMC-12, Americom 12, Worldsat 2)",Netherlands,Commercial,Communications,GEO,,35778.0,35795.0,0.0002,1436.1,5396.0,,,38386.0,16.0,France,Baikonur Cosmodrome,Proton M/Breeze M,JM/12_08,-0.652229541,0.000349066
"NSS-11 (Worldsat-1, AAP-1, GE-1A)",Netherlands,Commercial,Communications,GEO,,35776.0,35798.0,0.00026000000000000003,1436.15,3582.0,2000.0,,36801.0,15.0,USA,Baikonur Cosmodrome,Proton K,JM/12_08,1.888620784,0.00122173
NSS-12,Netherlands,Commercial,Communications,GEO,,35779.0,35793.0,0.00017,1436.08,,5624.0,,40115.0,15.0,USA,Guiana Space Center,Ariane 5,JM/12_09,0.994837674,0.001047198
NSS-5 (Intelsat 803),Netherlands,Commercial,Communications,GEO,,35776.0,35796.0,0.00024,1436.08,3412.0,2000.0,,35696.0,14.0,USA,Guiana Space Center,Ariane 42L,JM/12_08,-3.089232776,0.0
NSS-6,Netherlands,Commercial,Communications,GEO,,35776.0,35797.0,0.00025,1436.12,4575.0,2600.0,10000.0,37607.0,,USA,Guiana Space Center,Ariane 4,JM/12_08,1.6587609209999998,0.000349066
NSS-7,Netherlands,Commercial,Communications,GEO,,35775.0,35798.0,0.00027,1436.12,4500.0,2500.0,3900.0,37362.0,14.0,USA,Guiana Space Center,Ariane 42L,JM/12_08,-0.366519143,0.0013962629999999998
"NSS-703 (Intelsat 703, Intelsat 7 F-3)",Netherlands,Commercial,Communications,GEO,,35773.0,35798.0,0.0003,1436.08,3642.0,1450.0,3900.0,34613.0,15.0,USA,Guiana Space Center,Ariane 4,JM/12_08,-0.820304748,0.000349066
NSS-806 (Intelsat 806),Netherlands,Commercial,Communications,GEO,,35779.0,35794.0,0.00018,1436.11,3720.0,2200.0,4900.0,35845.0,12.0,USA,Guiana Space Center,Ariane 44L,JM/12_08,-0.705985682,0.000523599
NSS-9,Netherlands,Commercial,Communications,GEO,,35784.0,35792.0,9e-05,1436.17,2238.0,1014.0,2300.0,39855.0,15.0,USA,Guiana Space Center,Ariane 5 ECA,SC - ASCR,3.1939525310000003,0.000349066
N-Star C,Japan,Commercial,Communications,GEO,,35772.0,35799.0,0.00032,1436.08,1625.0,800.0,2600.0,37442.0,15.0,USA,Guiana Space Center,Ariane 5,JM/12_08,2.357590754,0.001047198
NuSTAR (Nuclear Spectroscopic Telescope Array),USA,Government,Space Science,LEO,,613.0,632.0,0.00136,97.2,360.0,,,41073.0,2.0,USA,Kwajalein Island,Pegasus XL,www.satellitedebris.net 12/12,,0.104719755
"O/OREOS (Organism/Organic Exposure to Orbital Stresses, USA 219)",USA,Civil/Government,Scientific Research,LEO,Sun-Synchronous,624.0,654.0,0.00214,97.48,5.5,,,40502.0,0.5,USA,Kodiak Launch Complex,Minotaur 4,SC - ASCR,,1.256113463
O3b FM02,United Kingdom,Commercial,Communications,MEO,,8063.0,8069.0,0.00021,287.93,700.0,,1500.0,41450.0,,France,Guiana Space Center,Soyuz-ST,ZARYA,,0.000523599
O3b FM04,United Kingdom,Commercial,Communications,MEO,,8062.0,8069.0,0.00024,287.93,700.0,,1500.0,41450.0,,France,Guiana Space Center,Soyuz-ST,ZARYA,,0.000698132
O3b FM05 (Other 3 Billion),United Kingdom,Commercial,Communications,MEO,,8064.0,8068.0,0.00014,287.94,700.0,,1500.0,41450.0,,France,Guiana Space Center,Soyuz-ST,ZARYA,,0.000523599
O3b PFM,United Kingdom,Commercial,Communications,MEO,,8063.0,8069.0,0.00021,287.93,700.0,,1500.0,41450.0,,France,Guiana Space Center,Soyuz-ST,ZARYA,,0.000523599
Oceansat-2,India,Government,Remote Sensing,LEO,Sun-Synchronous,722.0,724.0,0.00014,99.2,960.0,,1360.0,40079.0,5.0,India,Sriharikota Launch Station,PSLV,www.satellitedebris.net 12/12,,1.715658655
Odin,Sweden,Government,Astrophysics/Earth Science,LEO,Sun-Synchronous,569.0,573.0,0.00029,96.1,250.0,170.0,340.0,36942.0,2.0,Sweden/Canada/Finland/France,Svobodny Cosmodrome,Start 1,www.satellitedebris.net 12/12,,1.70344135
Ofeq 5,Israel,Military,Remote Sensing/Reconnaissance,LEO,Retrograde,367.0,764.0,0.02862,95.97,300.0,,,37404.0,4.0,Israel,Palmachim Launch Complex,Shavit,JMSatcat304,,2.502802147
Ofeq 7,Israel,Military,Remote Sensing/Reconnaissance,LEO,,340.0,576.0,0.01728,93.75,300.0,,,39243.0,5.0,Israel,Palmachim Launch Complex,Shavit,SC - ASCR,,2.474178748
Ofeq 9,Israel,Military,Remote Sensing/Reconnaissance,LEO,,343.0,589.0,0.01799,93.91,300.0,,,40351.0,5.0,Israel,Palmachim Launch Complex,Shavit,SC - ASCR,,2.474527813
OPTOS,Spain,Government,Technology Development,LEO,Sun-Synchronous,594.0,797.0,0.01437,98.7,3.0,,,41599.0,,Spain,Dombarovsky Launch Facility,Dnepr,ZARYA,,1.706932008
Optus and Defence C1,Australia,Military/Commercial,Communications,GEO,,35773.0,35799.0,0.00031,1436.08,4800.0,2000.0,10600.0,37784.0,15.0,USA,Guiana Space Center,Ariane 5G,JM/12_08,2.7237608310000003,0.000349066
Optus B3,Australia,Commercial,Communications,GEO,,35778.0,35796.0,0.00021,1436.12,2858.0,1582.0,3000.0,34574.0,0.5,USA,Xichang Satellite Launch Center,Long March CZ2E,,2.862339973,0.000349066
Optus D1,Australia,Commercial,Communications,GEO,,35774.0,35797.0,0.00027,1436.08,2300.0,,4800.0,39003.0,15.0,USA,Guiana Space Center,Ariane 5 ECA,JM/12_08,2.793574001,0.000349066
Optus D2,Australia,Commercial,Communications,GEO,,35774.0,35799.0,0.0003,1436.1,2400.0,,3800.0,39360.0,15.0,USA,Guiana Space Center,Ariane 5,JM/12_08,2.653773128,0.000523599
Optus D3,Australia,Commercial,Communications,GEO,,35775.0,35795.0,0.00024,1436.04,2501.0,,5000.0,40046.0,15.0,USA,Guiana Space Center,Ariane 5,JM/10_09,2.722364567,0.000698132
ORBCOMM FM-10 (ORBCOMM A2),USA,Commercial,Communications,LEO,Intermediate,770.0,776.0,0.00042,100.3,45.0,22.0,160.0,35787.0,5.0,USA,Wallops Island Flight Facility,Pegasus,www.satellitedebris.net 12/12,,0.785398163
ORBCOMM FM-11 (ORBCOMM A3),USA,Commercial,Communications,LEO,Intermediate,769.0,777.0,0.00056,100.3,45.0,22.0,160.0,35787.0,5.0,USA,Wallops Island Flight Facility,Pegasus,www.satellitedebris.net 12/12,,0.785398163
ORBCOMM FM-12 (ORBCOMM A4),USA,Commercial,Communications,LEO,Intermediate,770.0,776.0,0.00042,100.3,45.0,22.0,160.0,35787.0,5.0,USA,Wallops Island Flight Facility,Pegasus,www.satellitedebris.net 12/12,,0.785398163
ORBCOMM FM-13 (ORBCOMM B1),USA,Commercial,Communications,LEO,Intermediate,788.0,795.0,0.00049,100.7,45.0,22.0,160.0,36009.0,5.0,USA,Wallops Island Flight Facility,Pegasus XL,www.satellitedebris.net 12/12,,0.785398163
ORBCOMM FM-14 (ORBCOMM B2),USA,Commercial,Communications,LEO,Intermediate,789.0,794.0,0.00035,100.7,45.0,22.0,160.0,36009.0,5.0,USA,Wallops Island Flight Facility,Pegasus XL,www.satellitedebris.net 12/12,,0.785398163
ORBCOMM FM-15 (ORBCOMM B3),USA,Commercial,Communications,LEO,Intermediate,788.0,795.0,0.00049,100.7,45.0,22.0,160.0,36009.0,5.0,USA,Wallops Island Flight Facility,Pegasus XL,www.satellitedebris.net 12/12,,0.785398163
ORBCOMM FM-16 (ORBCOMM B4),USA,Commercial,Communications,LEO,Intermediate,789.0,794.0,0.00035,100.7,45.0,22.0,160.0,36009.0,5.0,USA,Wallops Island Flight Facility,Pegasus,www.satellitedebris.net 12/12,,0.785398163
ORBCOMM FM-18 (ORBCOMM B6),USA,Commercial,Communications,LEO,Intermediate,787.0,796.0,0.00063,100.7,45.0,22.0,160.0,36009.0,5.0,USA,Wallops Island Flight Facility,Pegasus XL,www.satellitedebris.net 12/12,,0.785398163
ORBCOMM FM-19 (ORBCOMM B7),USA,Commercial,Communications,LEO,Intermediate,788.0,795.0,0.00049,100.7,45.0,22.0,160.0,36009.0,5.0,USA,Wallops Island Flight Facility,Pegasus XL,www.satellitedebris.net 12/12,,0.785398163
ORBCOMM FM-20 (ORBCOMM B8),USA,Commercial,Communications,LEO,Intermediate,791.0,792.0,7e-05,100.7,45.0,22.0,160.0,36009.0,5.0,USA,Wallops Island Flight Facility,Pegasus XL,www.satellitedebris.net 12/12,,0.785398163
ORBCOMM FM-22 (ORBCOMM C2),USA,Commercial,Communications,LEO,Intermediate,789.0,793.0,0.00028,100.7,45.0,22.0,160.0,36061.0,5.0,USA,Wallops Island Flight Facility,Pegasus,www.satellitedebris.net 12/12,,0.785398163
ORBCOMM FM-23 (ORBCOMM C3),USA,Commercial,Communications,LEO,Intermediate,788.0,794.0,0.00042,100.7,45.0,22.0,160.0,36061.0,5.0,USA,Wallops Island Flight Facility,Pegasus,www.satellitedebris.net 12/12,,0.785398163
ORBCOMM FM-25 (ORBCOMM C5),USA,Commercial,Communications,LEO,Intermediate,788.0,794.0,0.00042,100.7,45.0,22.0,160.0,36061.0,5.0,USA,Wallops Island Flight Facility,Pegasus,www.satellitedebris.net 12/12,,0.785398163
ORBCOMM FM-27 (ORBCOMM C7),USA,Commercial,Communications,LEO,Intermediate,790.0,792.0,0.00014,100.7,45.0,22.0,160.0,36061.0,5.0,USA,Wallops Island Flight Facility,Pegasus,www.satellitedebris.net 12/12,,0.785398163
ORBCOMM FM-30 (ORBCOMM D2),USA,Commercial,Communications,LEO,Intermediate,788.0,796.0,0.00056,100.7,45.0,22.0,160.0,36498.0,5.0,USA,Wallops Island Flight Facility,Pegasus XL,www.satellitedebris.net 12/12,,0.785398163
ORBCOMM FM-31 (ORBCOMM D3),USA,Commercial,Communications,LEO,Intermediate,788.0,795.0,0.00049,100.7,45.0,22.0,160.0,36498.0,5.0,USA,Wallops Island Flight Facility,Pegasus XL,www.satellitedebris.net 12/12,,0.785398163
ORBCOMM FM-32 (ORBCOMM D4),USA,Commercial,Communications,LEO,Intermediate,786.0,796.0,0.0007,100.7,45.0,22.0,160.0,36498.0,5.0,USA,Wallops Island Flight Facility,Pegasus XL,www.satellitedebris.net 12/12,,0.785398163
ORBCOMM FM-34 (ORBCOMM D6),USA,Commercial,Communications,LEO,Intermediate,787.0,796.0,0.00063,100.7,45.0,22.0,160.0,36498.0,5.0,USA,Wallops Island Flight Facility,Pegasus XL,www.satellitedebris.net 12/12,,0.785398163
ORBCOMM FM-35 (ORBCOMM D7),USA,Commercial,Communications,LEO,Intermediate,788.0,795.0,0.00049,100.7,45.0,22.0,160.0,36498.0,5.0,USA,Wallops Island Flight Facility,Pegasus XL,www.satellitedebris.net 12/12,,0.785398163
ORBCOMM FM-36 (ORBCOMM D8),USA,Commercial,Communications,LEO,Intermediate,788.0,795.0,0.00049,100.7,45.0,22.0,160.0,36498.0,5.0,USA,Wallops Island Flight Facility,Pegasus XL,www.satellitedebris.net 12/12,,0.785398163
ORBCOMM FM-4 (ORBCOM G2),USA,Commercial,Communications,LEO,Intermediate,768.0,838.0,0.00488,100.9,45.0,22.0,160.0,35836.0,5.0,USA,Vandenberg AFB,Taurus,www.satellitedebris.net 12/12,,1.884955592
ORBCOMM FM-5 (ORBCOMM A6),USA,Commercial,Communications,LEO,Intermediate,772.0,774.0,0.00014,100.3,45.0,22.0,160.0,35787.0,5.0,USA,Wallops Island Flight Facility,Pegasus,www.satellitedebris.net 12/12,,0.785398163
ORBCOMM FM-6 (ORBCOMM A7),USA,Commercial,Communications,LEO,Intermediate,772.0,774.0,0.00014,100.3,45.0,22.0,160.0,35787.0,5.0,USA,Wallops Island Flight Facility,Pegasus,www.satellitedebris.net 12/12,,0.785398163
ORBCOMM FM-7 (ORBCOMM A8),USA,Commercial,Communications,LEO,Intermediate,771.0,774.0,0.00021,100.3,45.0,22.0,160.0,35787.0,5.0,USA,Wallops Island Flight Facility,Pegasus,www.satellitedebris.net 12/12,,0.785398163
ORBCOMM FM-8 (ORBCOMM A1),USA,Commercial,Communications,LEO,Intermediate,768.0,778.0,0.0007,100.3,45.0,22.0,160.0,35787.0,5.0,USA,Wallops Island Flight Facility,Pegasus,www.satellitedebris.net 12/12,,0.785398163
ORBCOMM FM-9 (ORBCOMM A5),USA,Commercial,Communications,LEO,Intermediate,769.0,777.0,0.00056,100.3,45.0,22.0,160.0,35787.0,5.0,USA,Wallops Island Flight Facility,Pegasus,www.satellitedebris.net 12/12,,0.785398163
